FDID, Fire dept name, HQ addr1, HQ addr2, HQ city, HQ state, HQ zip, Mail addr1, Mail addr2, Mail PO box, Mail city, Mail state, Mail zip, HQ phone, HQ fax, County, Dept Type, Organization Type, Website, Number Of Stations, Active Firefighters - Career, Active Firefighters - Volunteer, Active Firefighters - Paid per Call, Non-Firefighting - Civilian, Non-Firefighting - Volunteer, Primary agency for emergency mgmt
"04803","Swan Quarter Volunteer Fire Department","NC-45 Oyster Creek RD","PO Box 97","Swan Quarter","NC","27885","","","PO Box 97","Swan Quarter","NC","27885-0097","252-926-2231","","Hyde","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","15","0","0","0",""
"01117","Swannanoa Volunteer Fire Department","103 South AVE","","SWANNANOA","NC","28778","103 South AVE","","","Swannanoa","NC","28778-3035","828-686-3335","828-686-7273","Buncombe","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.svfd.net/","2","17","9","12","0","1","Yes"
"06717","Swansboro Fire Department","609 W Corbett AVE","","Swansboro","NC","28584","601 W Corbett AVE","","","Swansboro","NC","28584-8451","910-326-5908","910-326-4329","Onslow","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://swansboro-nc.org/departments/fire/","1","25","0","13","0","4","Yes"
"00112","Swepsonville Volunteer Fire Department","2744 Darrell Newton DR","","Graham","NC","27253","2744 Darrell Newton DR","","","Graham","NC","27253-9887","336-578-1500","336-578-1900","Alamance","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","swepsonvillefire.org","2","7","52","0","0","0","No"
"09217","Swift Creek Fire Department, Inc.","5825 Tryon RD","","Cary","NC","27518","5825 Tryon RD","","","Cary","NC","27518-9311","919-851-1324","919-851-4620","Wake","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.swiftcreekfire.com/","1","0","40","20","0","0","No"
"05002","Sylva Fire Department","24 Municipal DR","","Sylva","NC","28779","24 Municipal DR","","","Sylva","NC","28779-2606","828-586-2719","828-586-1020","Jackson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","0","36","0","0","No"
"07621","Tabernacle Volunteer Fire Department","8136 US Highway 64 W","","Trinity","NC","27370","8136 US Highway 64 W","","","Trinity","NC","27370-7200","336-476-5115","","Randolph","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","3","34","0","0","18","No"
"02411","Tabor City Fire Department","113 W 4TH ST","","Tabor City","NC","28463","113 W 4TH ST","","","Tabor City","NC","28463-1917","910-653-4160","","Columbus","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","1","0","30","0","0",""
"03309","Tarboro Fire Department","2208 W Howard AVE","","Tarboro","NC","27886-3355","","","PO Box 1174","Tarboro","NC","27886-1174","252-641-4296","252-641-4282","Edgecombe","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","22","0","4","0","0","Yes"
"08216","Taylors Bridge Fire Department, Inc.","6825 Taylors Bridge HWY","","Clinton","NC","28328","6825 Taylors Bridge HWY","","","Clinton","NC","28328","910-592-7512","910-592-7512","Sampson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.taylorsbridgefire.org","1","0","28","0","0","0",""
"03115","Teachey Volunteer Fire Department","4900 HWY 117 S","","Teachey","NC","28464-9465","","","PO Box 247","Teachey","NC","28464-0247","910-285-6617","910-285-6617","Duplin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","24","0","0","0",""
"07202","The Belvidere-Chappell Hill Fire Department","143 Drinking Hole RD","","Belvidere","NC","27919","","","PO Box 55","Belvidere","NC","27919-0055","252-297-2166","","Perquimans","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","34","0","0","0","No"
"03404","The Clemmons Fire Department","5931 James ST","","Clemmons","NC","27012","","","PO Box 36","Clemmons","NC","27012-0036","336-766-4114","336-766-4292","Forsyth","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","25","40","0","1","28","No"
"05611","The Crooked Creek Township Volunteer Fire Department","367 Cherry Springs RD","PO Box 1927","Old Fort","NC","28762","367 Cherry Springs RD","","PO Box 1927","Old Fort","NC","28762","828-668-7537","828-668-7537","McDowell","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","15",""
"09915","The Fall Creek Community Volunteer Fire Department, Inc.","2416 Smithtown RD","","East Bend","NC","27018","2416 Smithtown RD","","","East Bend","NC","27018-8238","336-699-3950","","Yadkin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","43","0","0","0","No"
"07443","The Grifton Community Fire Association, Inc.","6855 Dupont ST","PO Box 910","Grifton","NC","28530","6855 Dupont ST","","PO Box 910","Grifton","NC","28530","252-717-4316","252-524-3657","Pitt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.geocities.com/griftonvfd/","1","0","40","0","0","10",""
"01405","The Hudson Volunteer Fire Department, Inc.","122 Mount Herman RD","","Hudson","NC","28638","122 Mount Herman RD","","","Hudson","NC","28638-2332","828-728-3584","828-728-0969","Caldwell","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","8","24","0","0","6","No"
"05905","The Oak City Volunteer Fire Department","100 Commerce ST","PO Box 190","Oak City","NC","27857","","","PO Box 190","Oak City","NC","27857","252-798-3101","252-798-2790","Martin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","26","0","0","6",""
"08506","The Pinnacle Volunteer Fire and Rescue, Inc.","1033 Highbridge RD","PO Box 450","Pinnacle","NC","27043","1033 Highbridge RD","","PO Box 450","Pinnacle","NC","27043","336-368-4545","336-368-4545","Stokes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","29","0","0","12",""
"08507","The Sauratown Volunteer Fire Department, Inc","4578 NC 66 HWY S","","King","NC","27021","4578 NC 66 HWY S","","","King","NC","27021-8006","336-994-2113","336-994-6099","Stokes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","0","30","1","4","No"
"02917","Thomasville Fire Department","712 E Main ST","","Thomasville","NC","27360","712 E Main ST","","","Thomasville","NC","27360-4224","336-475-4293","336-475-5562","Davidson","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.thomasville-nc.gov/government/fire","4","61","0","0","0","0","Yes"
"09629","Thoroughfare Volunteer Fire Department","157  Herring  RD","","Goldsboro","NC","27530","157  Herring  RD","","PO Box ","Goldsboro","NC","27530","919-689-3507","919-689-3507","Wayne","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.thoroughfarevfd.com","1","0","25","0","0","0",""
"04212","Tillery Volunteer Fire Department, Inc.","HWY 481","","Tillery","NC","27887","HWY 481","","PO Box 81","Tillery","NC","27887","252-826-2434","","Halifax","Volunteer","Other","","0","0","23","0","0","0",""
"07303","Timberlake Fire & Rescue","350 Ashley AVE","","Timberlake","NC","27583","","","PO Box 25","Timberlake","NC","27583-0025","336-364-1681","336-364-4028","Person","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","37","0","0","0","No"
"00914","Tobermony Volunteer Fire Department","1759 Pages Lake RD","","Saint Pauls","NC","28384-9516","1759 Pages Lake RD","","","Saint Pauls","NC","28384-9516","910-865-1542","910-865-1542","Bladen","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","20","0","0","0",""
"09817","Toisnot Rural Fire Department","110 W Main ST","PO Box 356","Elm City","NC","27822","","","PO Box 356","Elm City","NC","27822","252-236-4009","252-236-4162","Wilson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","23","0","0","0",""
"07110","Topsail Beach Fire Department","816 S Anderson BLVD","","Top Sail Beach","NC","28445","820 S Anderson BLVD","","","Top Sail Beach","NC","28445-6948","910-328-2980","910-328-1666","Pender","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.topsailbeach.org/Departments/Fire/tabid/117/Default.aspx","1","1","221","0","0","0",""
"03915","Total Community Fire Department of Berea","1213 US Highway 158","","Oxford","NC","27565","1213 US Highway 158","","","Oxford","NC","27565-5505","919-690-4765","919-690-4765","Granville","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","29","0","0","2","Yes"
"03610","Town of Dallas Volunteer Fire Department","209 W Main ST","","Dallas","NC","28034","210 N Holland ST","","","Dallas","NC","28034-1625","704-922-7736","704-923-8167","Gaston","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","3","25","0","0","Yes"
"08054","Town of Faith Fire Department","1005 Raney ST","","Faith","NC","28041","","","PO Box 37","Faith","NC","28041-0037","704-279-4154","704-279-4569","Rowan","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","29","0","0","0","Yes"
"07418","Town of Farmville Fire Department","3713 N Main ST","","Farmville","NC","27828","","","PO Box 86","Farmville","NC","27828-0086","252-753-2618","252-753-8186","Pitt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","38","0","0","0",""
"01306","Town of Harrisburg Fire Department","6450 Morehead RD","","Harrisburg","NC","28075","6450 Morehead RD","","","Harrisburg","NC","28075","704-455-3574","704-455-6391","Cabarrus","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.harrisburgfiredepartment.com","2","20","14","19","1","0",""
"02610","Town of Hope Mills Fire Department","5788 Rockfish RD","","Hope Mills","NC","28348","5788 Rockfish RD","","","Hope Mills","NC","28348-1848","910-424-0948","910-424-4566","Cumberland","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://192.185.183.29/~hope/index.php/departments/fire","1","34","0","8","2","0","No"
"02805","Town of Kitty Hawk Fire Department","859 W Kitty Hawk Road RD","PO Box 549","Kitty Hawk","NC","27949","","","PO Box 549","Kitty Hawk","NC","27949-0549","252-261-2666","252-261-6491","Dare","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.kittyhawkfd.com/","1","9","13","19","1","2","Yes"
"01005","Town of Leland Fire/Rescue Department","1379 River RD","","Winnabow","NC","28479","102 Town Hall DR","","","LELAND","NC","28451-8445","910-371-2727","910-371-1838","Brunswick","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.townofleland.com/fire","3","33","10","0","1","6","No"
"01311","Town of Mount Pleasant","1415 N Main St","","Mount Pleasant","NC","28124","","","PO Box 787","Mount Pleasant","NC","28124-0787","704-436-6314","704-436-8653","Cabarrus","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","35","0","0","0","No"
"01007","Town of Ocean Isle Beach Fire Department","105 Causeway DR","","Ocean Isle Beach","NC","28469","105 Causeway DR","","","Ocean Isle Beach","NC","28469-7502","910-579-2804","910-579-2808","Brunswick","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.oibgov.com/pview.aspx?id=20744&catid=563","1","20","8","0","0","1","No"
"03304","Town of Pinetops Fire Department","101 W Burnette ST","","Pinetops","NC","27864","101 W Burnette ST","","","Pinetops","NC","27864","252-827-4801","252-827-4801","Edgecombe","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","0","0","0",""
"01008","Town of Shallotte Fire & Rescue Department","125 Wall ST","","Shallotte","NC","28470","","","PO Box 2287","Shallotte","NC","28459-2287","910-754-6262","910-755-6226","Brunswick","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.townofshallotte.org/fire","3","16","0","7","3","0","No"
"04012","Town Of Snow Hill Fire Civic Town Fire Department","410 SE Second ST","PO Box 384","Snow Hill","NC","28580-0384","410 SE Second ST","","PO Box 384","Snow Hill","NC","28580-0384","252-747-5654","","Greene","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","0","0","0",""
"08111","Town of Spindale Fire Rescue","125 Reveley ST","","Spindale","NC","28160","","","PO Box 186","Spindale","NC","28160-0186","828-282-3465","828-286-3305","Rutherford","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.spindalenc.net/","1","4","0","22","0","0","No"
"03116","Town of Wallace Volunteer Fire Department","316 E Murray ST","","Wallace","NC","28466","316 E Murray ST","","","Wallace","NC","28466-2317","910-285-4136","910-285-2099","Duplin","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","39","0","0","0","Yes"
"07415","Town of Winterville, Fire-Rescue-EMS","2593 Railroad ST","","Winterville","NC","28590","","","PO Box 1459","Winterville","NC","28590-1459","252-756-2515","252-756-8398","Pitt","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wintervillenc.com/","1","1","50","0","1","0","Yes"
"02506","Township Six Fire Department","109 Carolina Pines BLVD","","New Bern","NC","28560","109 Carolina Pines BLVD","","","New Bern","NC","28560-8427","252-447-2500","252-447-2500","Craven","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","35","0","0","15",""
"09106","Townsville Volunteer Fire Department","12729 HWY 39 N","","Henderson","NC","27537","","","PO Box 2","Townsville","NC","27584-0002","252-430-1445","252-738-0480","Vance","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","26","0","0","0","No"
"","Toyota North Carolina","5938 Julian Airport RD","","Liberty","NC","27298","","","PO Box 5938 Julian Airport RD","Liberty","NC","27298-8038","743-557-6900","","Randolph","Career","Private or industrial fire brigade","","1","21","0","0","4","0","Yes"
"05305","Tramway Rural Fire Department","5900 McDaniel DR","","Sanford","NC","27332","5900 McDaniel DR","","","Sanford","NC","27332-8912","919-776-7031","","Lee","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://tramwayfire.com/","1","3","33","0","0","0","No"
"09717","Traphill Volunteer Fire Department, Inc.","8899 Traphill RD","","Traphill","NC","28685","8899 Traphill RD","","","Traphill","NC","28685","336-957-2901","336-957-2901","Wilkes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","31","0","0","0",""
"05205","Trenton Volunteer Fire Department","105 Cherry ST","","Trenton","NC","28585","","","PO Box 309","Trenton","NC","28585-0309","252-448-2646","","Jones","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.trentonvfd.com/","1","0","26","0","0","0",""
"01012","Tri Beach Volunteer Fire Department","854 Sabbath Home RD SW","","Supply","NC","28462","854 Sabbath Home RD SW","","","Supply","NC","28462-5350","910-842-2333","910-842-5493","Brunswick","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","26","14","0","0","1","No"
"02513","Tri-Community Volunteer Fire Department","200 Saints Delight Church RD","","New Bern","NC","28560","200 Saints Delight Church RD","","","New Bern","NC","28560-9253","252-633-3200","252-635-5021","Craven","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","4","0","64","0","0","0","No"
"06904","Triangle Volunteer Fire Department","PO Box 128","","Bayboro","NC","28515","","","PO Box 128","Bayboro","NC","28515","252-745-5645","252-745-5645","Pamlico","Volunteer","Private or industrial fire brigade","","1","0","21","0","0","1",""
"04910","Trinity Volunteer Fire Department","2968 Wilkesboro HWY","","Statesville","NC","28625","2968 Wilkesboro HWY","","","Statesville","NC","28625-8184","704-876-3646","704-876-3693","Iredell","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","48","0","0","0","No"
"01267","Triple Community Fire Department, Inc.","505 Mountain View DR","","Morganton","NC","28655","505 Mountain View DR","","","Morganton","NC","28655-8925","828-437-4506","828-437-4193","Burke","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.triplecommunityfiredept.com/","1","1","0","20","0","6","No"
"07305","Triple Springs Volunteer Fire Department","185 Olive Branch RD","","Roxboro","NC","27574","185 Olive Branch RD","","","Roxboro","NC","27574","336-599-1224","336-599-8792","Person","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","22","0","0","0",""
"04911","Troutman Fire Department, Inc.","125 N Main ST","","Troutman","NC","28166","","","PO Box 22","Troutman","NC","28166-0022","704-528-4576","","Iredell","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","29","0","22","1","3","No"
"06201","Troy Fire Department","","","Troy","NC","27371","315 N Main ST","","","Troy","NC","27371-3017","910-576-2411","910-576-2550","Montgomery","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","24","0","0","0","Yes"
"07506","Tryon Fire Department","56 W Howard ST","","Tryon","NC","28782","56 W Howard ST","","","Tryon","NC","28782-3182","828-859-9566","828-859-0356","Polk","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","31","0","0","0","No"
"03627","Tryonota Volunteer Fire Department","2577 Tryon Courthouse RD","","Bessemer City","NC","28016-7645","2577 Tryon Courthouse RD","","","Bessemer City","NC","28016-7645","704-629-2100","704-629-9272","Gaston","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.tryonotafire.com/","2","0","34","9","0","4","Yes"
"06718","Turkey Creek Fire and Rescue, Inc.","115 Tar Landing RD","","Holly Ridge","NC","28445","115 Tar Landing RD","","","Holly Ridge","NC","28445-7663","910-327-7221","910-327-2978","Onslow","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","turkeycreekfirerescue.org","2","0","52","0","0","0","No"
"02920","Tyro Rural Fire Department","4645 S NC Highway 150","","Lexington","NC","27295","4645 S NC Highway 150","","","Lexington","NC","27295-8026","336-853-6050","336-853-2384","Davidson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.tyrofd.com","1","0","0","30","0","11","No"
"08901","Tyrrell Volunteer Fire Department, Inc.","618 N Road ST","PO Box 45","Columbia","NC","27925","618 N Road ST","","PO Box 45","Columbia","NC","27925","252-796-1711","252-796-1711","Tyrrell","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","6","0","64","0","0","2",""
"07614","Ulah Volunteer Fire Protective Association","2067 Pisgah Covered Bridge RD","","Asheboro","NC","27205","2067 Pisgah Covered Bridge RD","","","Asheboro","NC","27205-9336","336-629-1966","336-629-2556","Randolph","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","6","0","26","0","0","Yes"
"02014","Unaka Volunteer Fire Department","14949 Joe Brown HWY","","Murphy","NC","28906","14949 Joe Brown HWY","","","Murphy","NC","28906-5570","828-835-8103","828-835-8103","Cherokee","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","5","No"
"03420","Union Cross Fire Rescue","4401 High Point RD","","Kernersville","NC","27284","4401 High Point RD","","","Kernersville","NC","27284-9157","336-769-9051","336-769-9051","Forsyth","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","14","16","0","0","0","Yes"
"04912","Union Grove Volunteer Fire Department","1869 W Memorial HWY","","Union Grove","NC","28689","","","PO Box 189","Union Grove","NC","28689-0189","704-539-4400","704-539-4732","Iredell","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.uniongrovevfd.org/","1","0","30","9","0","6","No"
"08112","Union Mills Volunteer Fire Department","6791 Hudlow RD","","Union Mills","NC","28167","6791 Hudlow RD","","","Union Mills","NC","28167-9558","828-287-7118","","Rutherford","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.unionmillsvfd.org","1","0","19","0","0","0","Yes"
"03628","Union Road Volunteer Fire Department","4060 Union RD","","Gastonia","NC","28056","4060 Union RD","","","Gastonia","NC","28056","704-865-2611","","Gaston","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.unionroadvfd.com/","1","0","32","0","0","0",""
"04609","Union Rural Volunteer Fire Department of Hertford County, Inc.","103 Union RD","","Ahoskie","NC","27910","103 Union RD","","","Ahoskie","NC","27910","252-332-7653","","Hertford","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","18","0","0","0",""
"08076","Union Volunteer Fire Department","1470 Union Church RD","","Salisbury","NC","28146","1470 Union Church RD","","","Salisbury","NC","28146-7980","704-633-5876","704-633-5876","Rowan","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","31","0","0","0","No"
"05510","Union Volunteer Fire Department of Vale","5760 Reepsville RD","","Vale","NC","28168","5760 Reepsville RD","","","Vale","NC","28168-9648","704-276-2944","704-276-2921","Lincoln","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.unionvfd.com","2","0","34","6","1","2","Yes"
"01119","Upper Hominy Volunteer Fire & Rescue Department, Inc.","1750 Pisgah HWY","","Candler","NC","28715","","","PO Box 190","Candler","NC","28715-0190","828-667-1324","828-667-8045","Buncombe","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","18","11","1","7",""
"CG004","USCG Base Elizabeth City Fire & Emergency Services","1664 Weeksville RD","BLDG 97","Elizabeth City","NC","27909-6701","1664 Weeksville RD","BLDG 97","","Elizabeth City","NC","27909-6701","252-335-6257","252-335-6664","Pasquotank","Career","Federal government (Department of Defense fire department)","https://cg.portal.uscg.mil/units/dol/dol-3/BEC/F/SitePages/Fire%20Safety%20Division.aspx","1","23","0","0","23","0","Yes"
"06208","Uwharrie Volunteer Fire Department, Inc.","3147 HWY 109 N","","Troy","NC","27371","3147 HWY 109 N","","","Troy","NC","27371","910-572-3838","910-572-3838","Montgomery","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","26","0","0","24",""
"01260","Valdese Fire Department","121 Faet ST SW","","Valdese","NC","28690","","","PO Box 339","Valdese","NC","28690-0339","828-879-2103","828-879-2106","Burke","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.valdese.com/","1","8","0","18","1","0","Yes"
"04512","Valley Hill Fire and Rescue","1675 Willow RD","","Hendersonville","NC","28739","1675 Willow RD","","","Hendersonville","NC","28739-8588","828-692-2581","828-692-3196","Henderson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.valleyhillfire.com","3","10","40","0","0","0",""
"02005","Valleytown Fire Rescue Department","PO Box 1396","","Andrews","NC","28901-1396","","","PO Box 1396","Andrews","NC","28901-1396","828-321-3707","","Cherokee","Volunteer","Contract fire department","","3","0","40","0","0","0","Yes"
"01412","Valmead Fire & Rescue","1757 Main ST NW","","Lenoir","NC","28645-3955","1757 Main ST NW","","","Lenoir","NC","28645-3955","828-754-3567","","Caldwell","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","35","0","0","5",""
"09107","Vance County Fire Department","188 Bickett ST","","Henderson","NC","27536","188 Bickett ST","","","Henderson","NC","27536-2756","252-438-6656","","Vance","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","16","0","15","0","0","No"
"06906","Vandemere Fire Department, Inc","1044 Pennsylvania AVE","","Vandemere","NC","28587","","","PO Box 326","Vandemere","NC","28587","252-671-2152","","Pamlico","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","22","0","0","5",""
"02620","Vander Fire Department","3509 Clinton RD","","Fayetteville","NC","28312","3509 Clinton RD","","","Fayetteville","NC","28312-6149","910-483-5042","910-483-7814","Cumberland","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","3","10","30","0","3","No"
"08213","Vann Crossroads Fire Department","4550 Church RD","","Newton Grove","NC","28366","4550 Church RD","","","Newton Grove","NC","28366","910-594-1093","910-594-1093","Sampson","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","25","0","0","0",""
"03421","Vienna Volunteer Fire Department Inc","6328 Yadkinville RD","","Pfafftown","NC","27040","6328 Yadkinville RD","","","Pfafftown","NC","27040-8537","336-945-5631","336-945-6941","Forsyth","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","7","36","0","1","9","No"
"01015","Waccamaw Volunteer Fire & Rescue","4045 Whiteville RD NW","","Ash","NC","28420","","","PO Box 87","Ash","NC","28420","910-287-3380","910-287-3651","Brunswick","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","1","26","0","0","16",""
"02316","Waco Community Fire Department","421 S Main ST","","Waco","NC","28169","","","PO Box 370","Waco","NC","28169-0370","704-435-3212","704-435-0209","Cleveland","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","wacovfd.org","1","0","0","30","0","0","Yes"
"02621","Wade Community Fire Department","7130 Powell ST","","Wade","NC","28395","7130 Powell ST","","","Wade","NC","28395-8676","910-483-2353","","Cumberland","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","5","27","0","5","No"
"00407","Wadesboro Fire Department","205 E Morgan ST","","Wadesboro","NC","28170","","","PO Box 697","Wadesboro","NC","28170-0697","704-694-1014","704-694-3112","Anson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","7","36","0","0","0","No"
"09219","Wake Forest Fire Department","420 Elm AVE","","Wake Forest","NC","27587","420 Elm AVE","","","Wake Forest","NC","27587-2933","919-556-1966","919-556-9274","Wake","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wakeforestnc.gov/fire","5","83","0","54","3","0","Yes"
"09221","Wake-New Hope Fire Department","4909 Watkins RD","","Wendell","NC","27591","4909 Watkins RD","","","Wendell","NC","27591-8239","919-266-5882","919-266-6650","Wake","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wakenewhopefire.com/","1","16","40","0","1","0","No"
"03422","Walkertown Fire Department","5225 Main ST","","Walkertown","NC","27051","","","PO Box 5225 Main ST","Walkertown","NC","27051-9587","336-595-2121","336-595-9006","Forsyth","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.walkertownfire.com/","3","1","15","46","1","13","No"
"02921","Wallburg Fire Department, Inc.","121 Georgetown RD","","Winston Salem","NC","27107","","","PO Box 85","Wallburg","NC","27373-0085","336-769-9539","336-769-0488","Davidson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","4","0","41","0","0","No"
"08510","Walnut Cove Volunteer Fire Department","527 N Main ST","","Walnut Cover","NC","27052","","","PO Box 532","Walnut Cove","NC","27052-0532","336-591-4477","336-591-7133","Stokes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.walnutcovefirerescue.com","1","0","2","31","0","4","Yes"
"02204","Warne Volunteer Fire Department, Inc.","4787 Old HWY 64 W","","Warne","NC","28909-7730","","","PO Box 325","Hayesville","NC","28904-0325","828-389-4083","828-389-4083","Clay","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","26","0","0","2",""
"00504","Warrensville Volunteer Fire & Rescue","Highway 88 W","PO Box 207","Warrensville","NC","28693","","","PO Box 207","Warrensville","NC","28693-0207","336-384-3700","336-384-3702","Ashe","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","28","0","0","4",""
"09311","Warrenton Rural Volunteer Fire Department","236 S Main ST","","Warrenton","NC","27589","","","PO Box 175","Warrenton","NC","27589-0175","252-257-3741","252-257-3108","Warren","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","24","0","0","0","No"
"03117","Warsaw Fire Department","117 W Bay ST","PO Box 483","Warsaw","NC","28398-0483","","","PO Box 483","Warsaw","NC","28398-0483","910-293-4034","","Duplin","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","35","0","0","0",""
"09110","Watkins Community Volunteer Fire Department","1590 Horseshoe Bend RD","","Henderson","NC","27537","1590 Horseshoe Bend RD","","","Henderson","NC","27537","252-492-0600","252-738-0466","Vance","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","18","0","0","0",""
